date,N,Trump_Male,Clinton_Male,sediff_Male,Lo_Male,Up_Male,Nsubgrp_Male,Trump_Female,Clinton_Female,sediff_Female,Lo_Female,Up_Female,Nsubgrp_Female,Trump_White,Clinton_White,sediff_White,Lo_White,Up_White,Nsubgrp_White,Trump_Black,Clinton_Black,sediff_Black,Lo_Black,Up_Black,Nsubgrp_Black,Trump_Hispanic,Clinton_Hispanic,sediff_Hispanic,Lo_Hispanic,Up_Hispanic,Nsubgrp_Hispanic,Trump_OtherRace,Clinton_OtherRace,sediff_OtherRace,Lo_OtherRace,Up_OtherRace,Nsubgrp_OtherRace,Trump_HighSchool,Clinton_HighSchool,sediff_HighSchool,Lo_HighSchool,Up_HighSchool,Nsubgrp_HighSchool,Trump_Associates,Clinton_Associates,sediff_Associates,Lo_Associates,Up_Associates,Nsubgrp_Associates,Trump_Bachelors,Clinton_Bachelors,sediff_Bachelors,Lo_Bachelors,Up_Bachelors,Nsubgrp_Bachelors,Trump_Age18t34,Clinton_Age18t34,sediff_Age18t34,Lo_Age18t34,Up_Age18t34,Nsubgrp_Age18t34,Trump_Age35t64,Clinton_Age35t64,sediff_Age35t64,Lo_Age35t64,Up_Age35t64,Nsubgrp_Age35t64,Trump_Age65p,Clinton_Age65p,sediff_Age65p,Lo_Age65p,Up_Age65p,Nsubgrp_Age65p,Trump_Inc0t34k,Clinton_Inc0t34k,sediff_Inc0t34k,Lo_Inc0t34k,Up_Inc0t34k,Nsubgrp_Inc0t34k,Trump_Inc35t74k,Clinton_Inc35t74k,sediff_Inc35t74k,Lo_Inc35t74k,Up_Inc35t74k,Nsubgrp_Inc35t74k,Trump_Inc75kp,Clinton_Inc75kp,sediff_Inc75kp,Lo_Inc75kp,Up_Inc75kp,Nsubgrp_Inc75kp,Trump_Overall,Clinton_Overall,sediff_Overall,Lo_Overall,Up_Overall
9/2/16,2711,50.894441,36.913639,4.6433083,39.353598,48.454482,1221,39.883134,47.536393,3.2298402,40.54452,46.875007,1490,55.700751,31.979012,2.1941698,41.689595,45.990168,2186,4.0861386,84.12804,4.1391158,40.050756,48.163423,237,32.956296,53.142184,10.288213,32.966791,53.131689,156,43.685171,44.74878,11.378935,33.065619,55.368332,132,53.485941,35.754784,5.5692994,39.162449,50.078276,603,47.033064,39.191554,4.1884589,39.007619,47.216999,1062,35.627451,51.537954,3.2173161,40.429733,46.735672,1046,39.865127,42.259301,6.4756093,34.716117,47.408311,488,45.49811,42.607662,3.4353031,40.686289,47.419483,1713,50.856433,41.894378,4.066957,42.389787,50.361023,510,37.641089,48.018507,4.9591924,37.969789,47.689806,865,50.849958,36.732337,4.0387852,39.833138,47.749157,934,45.303443,43.485453,4.7344703,39.754667,49.034229,912,45.259512,42.34973,2.3352622,41.516064,46.093178
9/3/16,2656,51.012088,36.919774,3.6951741,40.344661,47.587202,1200,39.2329,47.61275,2.9561358,40.525812,46.319838,1456,55.816808,31.991694,2.2392452,41.709791,46.098711,2144,3.6630733,83.826916,4.4197084,39.41368,48.076309,226,31.132236,53.199476,9.1784672,33.170958,51.160754,157,44.065758,44.201701,11.333402,33.026995,55.240463,129,51.731946,36.989427,5.0602708,39.401621,49.319752,579,47.075291,38.774067,3.976368,39.027838,46.821519,1046,36.52363,50.818961,3.5026938,40.238655,47.103935,1031,40.023327,42.365082,6.863074,34.468392,47.920017,482,44.657917,42.738873,2.4924697,41.255775,46.141015,1668,51.411567,41.582176,4.954761,41.641206,51.352537,506,38.38899,46.951281,5.2777584,37.497932,47.842339,858,50.301072,37.02264,4.0230021,39.719314,47.604398,908,44.650613,43.963961,3.856474,40.527943,48.086632,890,45.005414,42.372546,1.9886264,41.740126,45.637834
9/4/16,2732,50.664024,37.46918,3.7783383,40.36383,47.769374,1236,38.922396,47.819768,2.7435601,40.682393,46.059771,1496,55.372634,32.066015,2.2904767,41.474657,45.963992,2192,3.4970431,85.159518,3.7422926,40.660834,47.995728,236,31.194656,55.081869,8.2325001,35.070412,51.206112,162,43.848227,42.898324,12.474144,31.148615,55.597937,142,50.852962,37.93719,6.0308381,38.484855,50.305297,598,47.363753,39.117112,3.8715072,39.446355,47.034509,1069,36.171048,50.677899,3.3405303,40.150754,46.698193,1065,39.089003,43.000322,5.5351843,35.620182,46.469143,482,44.632697,42.995502,2.7283788,41.140288,46.48791,1721,51.244699,41.918151,4.7329466,41.943137,51.219713,529,39.206563,46.3321,4.0543852,38.796034,46.742629,877,49.456404,38.000875,3.8669706,39.939009,47.518271,924,44.098689,44.404701,4.3540065,39.984769,48.518621,931,44.674756,42.748895,2.0697029,41.683517,45.740134
9/5/16,2605,50.5419,37.645277,3.9633417,40.209514,47.977664,1173,38.388709,49.220448,3.6837681,40.194486,47.414671,1432,54.674895,33.124047,2.7044745,41.249086,46.549856,2085,3.6443487,85.041287,4.1683908,40.257795,48.427841,224,31.629009,55.807432,9.1162758,34.78427,52.652171,157,44.994883,43.025299,10.864585,33.362798,54.657384,139,51.874404,37.845322,5.2903498,39.67532,50.044406,576,46.618693,38.832335,3.8450897,38.957326,46.493702,1006,34.947831,53.237821,3.4876121,40.674966,47.510686,1023,38.710166,44.098557,6.3175346,35.213177,47.595545,444,44.356138,43.695346,2.7308552,41.349504,46.70198,1640,50.765991,42.605085,5.3376938,41.454598,51.916478,521,39.311231,46.495134,4.7925897,38.206445,47.599921,821,50.202262,37.926003,4.0392092,40.105708,48.022558,892,42.67082,46.233453,4.8183002,39.730202,49.174071,892,44.341072,43.551187,2.3543814,41.638836,46.253423
9/6/16,2640,48.444988,39.166837,3.702687,40.177279,47.434546,1186,39.379724,48.759259,3.2528546,40.881694,47.257289,1454,53.370839,33.999361,2.4470924,41.286949,46.08325,2118,3.6365384,85.660779,4.1229366,40.608181,48.689137,219,33.912002,54.204087,8.9269626,35.309621,52.806468,163,46.620113,43.234919,9.7836855,35.339504,54.515528,140,49.396257,41.099394,5.459816,39.897206,50.598446,587,47.317079,37.945246,3.8940581,38.814986,46.44734,1010,35.001606,52.454907,2.9757063,40.812065,46.644449,1043,37.487683,45.210695,6.2492137,35.22496,47.473419,457,44.20677,43.665688,2.7273449,41.263431,46.609027,1641,49.773692,43.909323,5.6658657,41.288959,52.394056,542,37.634901,48.793274,4.1786686,39.118992,47.309183,816,51.389846,36.745911,3.2936833,40.840069,47.295688,906,41.281699,47.263091,4.0369702,40.316164,48.228626,918,43.758861,44.12547,2.2074568,41.778857,46.105473
9/7/16,2632,47.348911,40.32407,3.6909844,40.219326,47.453656,1210,39.737784,48.462738,2.9783779,41.181451,47.019071,1422,52.711073,34.346977,2.5462355,41.033714,46.024336,2115,4.0193043,85.740925,3.0979008,41.844172,47.916058,219,35.524783,54.429822,8.9821393,36.174806,53.779799,155,46.388988,43.3093,11.556946,33.523337,56.174951,143,47.931138,42.96124,5.2836874,40.268175,50.624203,581,46.512536,38.919144,3.5789994,39.208421,46.223259,999,36.206513,50.881662,2.9737946,40.629769,46.458407,1052,36.377748,46.939948,5.6306941,36.140768,47.176928,436,43.650084,44.287409,2.8716523,41.154528,46.782966,1641,51.014892,42.193515,4.6668268,42.030713,51.177694,555,36.380367,50.78296,5.0478354,38.634785,48.528542,807,50.369038,37.358987,3.9787602,39.964827,47.763197,894,42.20885,46.389525,4.352211,40.034021,48.564355,931,43.440735,44.503129,2.1674539,41.847827,46.096037
9/8/16,2653,49.534784,40.097125,3.7694746,41.12187,48.51004,1192,39.428031,48.582606,3.1282323,40.939651,47.070986,1461,53.913021,33.814042,2.8978563,41.023633,46.703431,2145,3.5821572,88.851884,2.8846425,43.390071,49.04397,220,36.008475,54.412143,9.5070085,35.893441,54.527177,155,46.209268,43.11122,10.310787,34.555673,54.764815,133,49.304992,42.445678,5.5061501,40.479308,51.271362,565,47.766272,38.513515,3.4270878,39.781348,46.49844,1042,36.440728,51.548714,3.4947659,40.56985,47.419592,1046,39.703515,45.834543,6.5103056,36.388929,49.149128,437,43.976607,44.54464,2.6990228,41.615581,46.905666,1660,50.484273,42.696316,5.5517876,41.149543,52.031047,556,37.7422,50.885488,4.4509297,39.951933,48.675755,815,50.654765,37.499289,4.4986924,39.668308,48.485745,906,43.211227,46.205883,4.2893638,40.504978,48.912131,932,44.334417,44.463277,2.4174363,42.029759,46.767934
9/9/16,2566,48.927464,40.535152,3.4704739,41.330244,48.132373,1168,38.980554,48.893895,3.3819694,40.622894,47.251554,1398,53.502732,34.29896,2.5224849,41.428811,46.372881,2062,2.6962561,90.347922,2.3893477,44.180528,48.86365,224,34.063706,53.880539,9.2306128,34.926122,53.018123,152,47.486649,42.033683,10.587471,34.384444,55.135888,128,47.736116,43.906267,4.6267982,41.286929,50.355454,574,47.201603,38.808932,3.5736355,39.503105,46.50743,1009,36.986837,50.948048,3.613548,40.426166,47.50872,983,39.527218,45.530721,5.7728379,36.871588,48.186351,423,44.087751,44.38422,3.0249444,41.27154,47.200431,1608,48.196265,44.982898,4.5743422,42.106726,51.072437,535,35.486879,52.808213,4.3185543,39.915363,48.379729,804,49.786433,38.23549,4.204743,39.890313,48.131609,878,43.959037,45.404549,3.6353597,41.119141,48.244446,884,43.821262,44.826075,2.0791368,42.286115,46.361223
9/10/16,2565,49.216588,40.037463,3.6595402,41.040676,48.213375,1163,38.354211,49.637088,3.0013018,41.054374,46.936926,1402,53.07123,34.601853,2.3348782,41.548361,46.124722,2062,3.0987024,90.445752,2.6426956,44.182385,49.362069,232,33.419426,54.73536,9.5336858,34.734381,53.420405,146,46.787866,42.206114,11.84601,32.8879,56.10608,125,47.724592,43.869414,5.0739696,40.824513,50.769493,595,47.132982,39.221199,3.9124005,39.342938,47.011243,999,36.472477,51.065649,3.1755698,40.657005,46.881121,971,39.842993,45.360184,6.574555,36.158525,49.044653,426,43.674843,44.750222,2.7872405,41.481037,46.944028,1605,47.782813,45.079123,4.5248155,41.996649,50.865287,534,35.096988,53.182999,3.6253802,40.587121,47.692866,802,49.130686,38.566976,4.5080195,39.430972,48.26669,887,44.177488,45.3602,3.7113894,41.131682,48.406005,876,43.615256,44.98764,1.9511876,42.389284,46.213612
9/11/16,2596,49.495567,39.481059,4.1723567,40.399404,48.577223,1167,39.101588,49.109453,3.024554,41.141458,47.069583,1429,53.812204,33.992085,2.6104535,41.3439,46.460389,2083,4.7332959,88.497231,3.6184913,43.069142,50.161385,232,32.201733,54.68932,8.6849076,34.934317,51.956736,152,45.576088,44.668079,13.157885,32.227356,58.01681,129,48.752393,42.742002,5.5739144,40.284761,51.209633,583,47.099574,38.922318,3.4571306,39.622958,46.398934,1019,37.010077,50.860687,3.597027,40.410296,47.460468,994,39.859713,45.1852,6.9090739,35.751565,49.293349,445,44.01794,44.406524,2.8025482,41.465735,46.958729,1623,49.117777,43.668224,5.2590757,41.239106,51.546895,528,34.064671,54.227876,4.0108654,40.215626,48.076922,813,50.636477,36.957628,4.4031459,39.481969,48.112135,898,44.806326,44.768377,4.6793709,40.201568,49.373135,885,44.149903,44.43298,2.3691645,41.96966,46.613223
9/12/16,2665,51.842958,37.669883,4.1370679,40.702094,48.810747,1206,40.038906,47.65258,2.7276524,41.172643,46.518842,1459,54.399052,33.374561,2.4181124,41.517056,46.256557,2140,12.924566,80.903015,11.592369,35.553269,58.274312,240,34.154263,52.803852,8.5593131,35.090931,51.867184,153,44.515394,44.796266,10.018553,34.837648,54.474011,132,50.772661,40.499161,6.557905,39.209164,52.062657,596,48.412054,38.430961,3.2779586,40.209108,46.633907,1058,38.525262,48.800309,2.8521876,40.867642,46.457929,1011,44.535488,40.560206,7.0076226,35.680377,49.415317,459,44.863034,43.592168,2.8781488,41.407015,47.048187,1664,49.357357,43.407228,4.2433084,42.22385,50.540735,542,35.269674,53.195584,4.8197075,39.509316,48.955942,840,50.813855,36.656219,3.9883345,39.826469,47.643604,917,48.102531,41.496217,4.1164707,40.765233,48.833515,908,45.829758,42.755251,2.5165177,41.826317,46.758692
9/13/16,2550,54.493887,35.375448,5.0108653,40.024019,49.845315,1162,38.981283,48.502057,2.8611312,40.937761,46.545578,1388,55.039901,33.065384,2.432844,41.668456,46.43683,2054,17.595497,77.089917,15.526218,32.127013,62.558401,229,30.398167,54.906707,9.3185085,33.520299,51.784576,148,48.074005,40.298554,11.010239,33.396245,54.976313,119,52.707785,38.566309,6.4558387,39.310325,51.963769,578,48.669809,38.544696,3.3005651,40.372699,46.841806,1009,38.997488,48.337154,4.0003588,39.74697,47.587673,963,45.739409,39.387486,8.8034104,33.936106,51.19079,440,46.07141,42.569292,2.8330612,41.543951,47.096751,1601,49.036181,43.66909,4.6407563,41.804694,50.900577,509,37.583252,51.117867,3.9095645,40.519186,48.181933,795,50.19556,37.049377,4.9350665,38.786103,48.458834,882,49.228976,40.563329,5.7662283,39.245249,50.547056,873,46.678853,41.988451,2.7141535,41.673781,46.993522
9/14/16,2499,55.983074,33.490906,4.9459533,39.889956,49.584024,1137,38.639579,49.021232,2.896963,40.991382,46.669429,1362,55.143812,33.098677,2.4444369,41.725696,46.516793,2017,19.198551,75.346857,17.213747,30.403232,64.142175,213,30.968019,53.756193,9.1634794,33.381896,51.342316,150,49.942065,36.738888,8.8866277,34.631581,52.049372,119,53.983034,36.894813,7.1213068,38.460043,52.417804,566,49.660259,37.322226,4.167063,39.407521,47.574964,996,38.609041,49.030098,3.2204076,40.66357,46.975569,937,47.698392,37.889302,8.9939228,33.979803,51.607891,420,46.704525,41.317718,3.0671352,41.005329,47.016914,1576,47.780184,45.329341,4.6018205,42.044978,51.064546,503,38.924229,48.944858,4.6160268,39.410837,48.45825,773,50.399281,37.51378,3.999043,40.037468,47.875593,875,49.397872,40.055079,5.5529674,39.284568,50.168384,851,47.21696,41.34057,3.0543093,41.285542,47.271988
9/15/16,2497,55.472686,33.709849,4.5313673,40.150527,49.032007,1161,39.64191,48.099416,3.1256972,40.80748,46.933846,1336,55.574648,32.868614,2.610282,41.663554,46.779707,2023,19.475106,73.024716,16.568495,30.012786,62.487036,211,31.233237,53.070123,8.8450704,33.483511,50.819849,145,47.600834,39.876654,10.678237,33.274072,54.203417,118,54.251668,36.702407,6.5446316,39.063298,51.890776,583,48.727054,37.978504,4.3291033,39.110258,47.5953,982,39.434537,47.976448,3.243759,40.526608,46.884376,932,46.73613,37.75501,8.6036269,33.814016,50.677124,429,46.899927,41.36192,2.8273655,41.360105,46.901742,1562,49.21368,43.888501,5.0804996,41.5722,51.52998,506,38.763476,48.881513,4.2693558,39.638526,48.006463,786,50.950057,36.916735,4.4937733,39.529498,48.337294,857,49.715733,39.666486,5.5736633,39.228919,50.153299,854,47.410477,41.038087,2.7647426,41.514834,46.93373
9/16/16,2565,55.188455,33.907332,4.7795324,39.863952,49.231835,1179,39.356844,48.455898,3.1379217,40.831208,46.981534,1386,55.32187,32.976558,2.799725,41.405484,46.892945,2075,19.559093,71.440547,16.557933,29.273046,61.726594,215,30.93698,56.326369,8.5573007,35.24552,52.017829,151,46.832436,39.974885,11.489664,32.14379,54.663531,124,55.005668,35.943534,6.6920284,38.916413,52.032789,598,48.583104,38.725603,3.8219173,39.908875,47.399833,997,38.182188,48.706897,3.9048833,39.617757,47.271328,970,45.902333,39.616526,8.0965198,34.82484,50.694019,445,46.716745,41.463504,3.0145571,41.135859,47.04439,1601,49.708287,42.499158,4.1635177,42.023475,50.18397,519,39.300653,47.844656,4.7667891,38.901201,48.244108,821,50.904289,37.325058,4.3352358,39.866143,48.363205,879,49.06096,40.346291,5.4447434,39.367777,50.039474,865,47.215912,41.233755,2.7172634,41.561915,46.887751
9/17/16,2507,55.260933,34.397669,4.5100252,40.409476,49.249126,1140,40.262506,47.453346,2.9810134,40.936533,46.779319,1367,56.012971,32.72968,2.6012165,41.822134,46.920518,2021,20.056679,70.883026,17.280473,28.534989,62.404717,212,31.556984,55.09903,9.3344577,34.180239,52.475776,151,46.765964,39.998274,11.481424,32.130324,54.633914,123,55.936274,35.284145,6.4780383,39.261732,51.958687,575,48.999611,38.62053,3.6658787,40.217509,47.402632,975,38.337156,48.690437,3.2483605,40.330403,46.69719,957,46.829796,38.357725,8.2084804,34.54945,50.638072,443,47.396778,41.301609,2.6727481,41.7299,46.968487,1564,49.325004,43.151626,5.5214903,40.827255,51.649376,500,39.200851,47.576561,4.5968212,38.883821,47.893591,802,53.070137,36.239849,4.160625,40.57758,48.732405,863,48.682055,40.658512,6.1263081,38.666501,50.674065,842,47.704587,40.975239,2.826246,41.570192,47.109634
9/18/16,2465,54.602533,35.127575,4.924581,40.038965,49.691144,1113,41.02571,47.015179,3.4479468,40.641456,47.399432,1352,55.985061,32.794353,2.4185116,42.019565,46.759848,1993,18.885599,72.593292,16.588298,29.482914,61.995978,205,33.41399,53.802479,10.540987,33.278068,53.938402,148,47.779427,39.612713,12.515952,31.430437,55.961702,119,55.030435,36.00394,7.1495041,38.510673,52.523702,569,50.594838,37.555138,3.6896681,40.459113,47.690862,959,38.151256,49.198015,4.0961619,39.660397,47.688874,937,46.877669,38.195465,8.421144,34.283846,50.789288,436,47.409802,41.815988,2.9406147,41.731093,47.494697,1536,49.542786,42.844188,4.9165519,41.375266,51.011708,493,39.831231,47.107869,4.4551129,39.103539,47.83556,784,52.488593,37.00537,4.1310337,40.698569,48.795395,859,48.930276,40.656677,5.362349,39.538374,50.048579,822,47.76987,41.110122,2.9731455,41.526314,47.353679
9/19/16,2524,53.681101,35.660745,4.1574939,40.596579,48.745267,1161,40.569023,47.731755,2.9625426,41.247097,47.053681,1363,56.4512,32.31598,2.8246786,41.615405,47.151775,2039,13.923185,77.30264,11.565641,34.278584,56.94724,212,32.461874,54.592543,8.9532296,34.753044,52.301374,150,46.85743,40.332941,9.4868606,34.298062,52.892309,123,54.154905,36.777494,5.591412,39.986616,50.945783,570,49.60117,38.397715,3.2441977,40.820128,47.178756,979,37.679791,49.673464,3.2174741,40.523503,46.829752,975,44.000575,41.112122,7.0797735,35.618171,49.494527,452,46.744647,42.167987,2.954802,41.560611,47.352023,1565,51.291468,41.475484,4.8207869,41.659104,51.107847,507,38.355383,48.621645,4.4635998,39.114186,47.862842,796,51.537648,38.029272,4.0065041,40.857086,48.709834,867,49.041848,40.335309,4.9887272,39.799626,49.577532,861,47.085268,41.732885,2.1875744,42.265253,46.552899
9/20/16,2629,52.522963,36.486724,3.9991776,40.585649,48.424038,1194,40.452073,47.610172,3.4517782,40.64838,47.413865,1435,56.452472,31.98166,2.5096901,41.75757,46.676562,2120,5.9426868,83.683382,3.7756596,41.112888,48.513181,223,36.118698,52.687645,8.7754155,35.803264,53.003079,156,43.532578,42.931909,10.648402,32.79681,53.667677,130,53.740838,36.131459,4.7754065,40.25625,49.616047,579,47.64257,40.27693,3.9298809,40.108467,47.811033,1027,37.598698,50.048767,3.544679,40.349947,47.297518,1023,43.060167,40.918424,6.7594424,35.365042,48.613549,454,45.905906,43.065143,2.6137917,41.924009,47.04704,1639,50.990629,41.639869,4.5491056,41.857125,50.773372,536,35.465926,51.738074,4.9282971,38.772269,48.431731,837,53.415403,36.734172,4.7883171,40.382237,49.767338,899,47.531892,40.533958,3.6588313,40.44727,47.61858,893,46.340157,42.184243,2.2654384,42.04207,46.48233
9/21/16,2623,50.345109,38.68394,3.9019251,40.690638,48.338412,1168,40.574688,47.197339,2.8867219,41.057026,46.715001,1455,55.864059,32.127962,2.2884999,41.75328,46.23874,2112,5.1626931,85.854925,4.2646279,41.329473,49.688144,233,34.124654,54.215652,8.8213206,35.525258,52.815047,157,43.503303,43.419257,11.011673,32.669841,54.25272,121,51.382798,38.604871,4.8421592,40.248518,49.73915,567,46.943456,41.18213,4.1635426,39.982521,48.143065,1030,37.889041,49.080975,3.5777616,39.978802,46.991214,1026,39.051094,44.057839,6.6939316,34.994413,48.114519,469,45.654392,43.483359,3.1694655,41.462799,47.674952,1633,51.847917,40.78032,4.8320547,41.578705,51.049532,521,36.24035,50.969643,4.5997798,39.097212,48.11278,832,52.591144,36.782319,3.9781614,40.788133,48.58533,899,45.402256,42.949762,4.2610298,40.0002,48.351818,892,45.381392,43.009046,2.3491541,41.893048,46.49739
9/22/16,2594,49.761456,38.724363,4.2901458,40.038567,48.447253,1145,40.131862,47.89974,3.2856052,40.795908,47.235694,1449,54.643415,32.97224,2.5825439,41.276934,46.33872,2089,5.625964,87.249672,3.4618858,43.04517,49.830466,229,34.738927,53.003447,9.9579946,34.112352,53.630022,156,45.239329,40.719297,10.316993,32.86866,53.089966,120,50.543818,40.031648,6.3800738,39.035261,51.540206,574,46.636561,40.775551,4.2828659,39.508848,47.903265,1000,37.503725,49.095078,3.3286069,40.037366,46.561436,1020,39.751064,43.808725,8.0212172,33.919101,49.640687,457,45.258847,43.200647,3.0202758,41.269877,47.189617,1616,49.732159,43.420926,4.9048008,41.769837,51.383247,521,36.084896,51.690769,4.4722441,39.505033,48.270632,818,52.041562,36.586509,3.668214,40.719186,47.908885,902,44.672331,43.586855,4.9904235,39.238978,49.020208,874,44.844369,43.409517,2.6615083,41.518665,46.735221
9/23/16,2559,50.170622,38.876424,3.5325528,41.061621,47.985424,1127,40.656598,47.568184,3.1110099,41.063601,47.161181,1432,55.412289,32.382911,2.6537852,41.29689,46.498309,2069,4.9794744,89.324434,3.2499133,43.967039,50.336869,222,33.993357,52.841752,7.7199823,35.851972,50.983137,152,47.571429,40.615744,11.099576,33.216002,54.97117,116,50.878026,40.019487,5.1568822,40.395012,50.502501,553,47.97072,39.661707,4.3959072,39.508224,48.124202,994,37.307121,49.844593,3.0970076,40.54079,46.610924,1012,40.695357,42.90093,6.8976761,35.038421,48.557866,447,44.866813,43.989546,3.0816045,41.408208,47.448152,1598,51.524198,42.355906,5.2384634,41.806358,52.073746,514,37.194087,51.425911,4.4068367,39.991299,48.628699,809,52.608885,35.964054,3.8783726,40.485664,48.087275,878,44.580946,44.089737,5.0739335,39.362887,49.307796,872,45.294947,43.330711,1.9368128,42.414752,46.210906
9/24/16,2640,53.049749,35.926614,4.2763717,40.297337,48.679026,1170,39.981069,48.387355,3.3573941,40.893966,47.474458,1470,54.521659,32.956213,2.5091941,41.279926,46.197947,2139,14.733986,79.540475,14.060266,33.358171,60.916291,225,35.232521,53.193911,10.165993,34.250543,54.175889,152,50.34034,38.981729,12.358604,32.549603,56.772467,124,54.526787,36.531026,6.5882878,39.072384,51.985428,574,47.122486,40.351002,3.3847728,40.419667,47.053821,1038,37.261946,49.92011,2.8934572,40.75544,46.426616,1028,43.915078,39.837546,8.1061721,33.932264,49.820361,466,45.731639,43.370292,2.5751992,42.02727,47.07466,1657,50.761304,42.635413,4.7616368,42.031954,51.364763,517,38.066969,51.231648,4.134502,40.597497,48.70112,835,52.189537,35.982743,4.0796464,40.088086,48.084193,905,46.930156,41.741251,5.1941061,39.245479,49.425927,900,46.398394,42.268556,2.6229676,41.762967,46.903983
9/25/16,2726,53.878645,35.613629,4.467131,40.368348,49.123925,1223,39.056612,48.910966,2.89626,41.145454,46.822124,1503,54.577729,33.4008,2.3583793,41.678053,46.300476,2209,14.402188,76.782431,13.561977,32.301572,58.883047,231,36.09627,53.776982,9.0746852,36.043434,53.829817,152,46.978803,41.995664,11.410392,33.305049,55.669417,134,54.545771,35.879264,5.7077223,39.61895,50.806085,600,47.147551,40.842775,3.9420288,40.131975,47.858351,1072,36.707832,50.792366,2.7548845,41.050313,46.449886,1054,43.431381,40.2389,7.5722369,34.414349,49.255933,482,45.754896,43.303994,2.9042564,41.683274,47.375616,1708,50.895799,43.020835,4.9183101,42.138373,51.778261,536,37.933914,50.401589,4.3888168,39.866711,48.468792,877,53.059349,35.632141,3.6997222,40.720017,47.971473,923,46.145683,42.817456,4.971748,39.609257,49.353883,926,46.295471,42.416745,2.4011608,42.00297,46.709246
9/26/16,2690,53.31394,36.303367,5.1400138,39.77144,49.845867,1188,39.376966,48.836235,3.3846126,40.78968,47.423521,1502,54.61821,33.607229,2.4543536,41.707453,46.517986,2179,14.272968,77.895445,13.788079,32.571889,59.596523,228,32.791433,55.641846,8.4944185,35.892109,52.541169,158,46.919059,43.024395,12.689545,32.535973,57.407482,125,54.092312,36.496945,7.4896122,37.954808,52.634448,605,47.120441,40.512206,4.1640123,39.735591,47.897055,1077,37.102807,51.117384,3.2606645,40.914644,47.305547,1008,43.196349,40.847177,7.0359486,35.126533,48.916992,476,46.294764,42.756068,3.0212135,41.564627,47.486205,1700,49.321668,44.926142,4.1928272,43.014935,51.232876,514,37.798662,51.251082,4.9180697,39.705164,49.34458,890,52.614148,35.693739,3.9789834,40.25454,48.053347,918,46.159946,43.109364,5.0158562,39.719116,49.550194,882,46.156015,42.740154,2.9983496,41.509702,47.386467
9/27/16,2673,54.90166,35.053696,4.5369323,40.531484,49.423871,1193,38.753713,49.956027,3.2398649,41.179803,47.529938,1480,54.809958,33.708434,2.1986087,42.10456,46.413833,2149,18.190956,74.289036,14.137601,32.385147,60.094845,238,31.789747,56.786582,9.1292208,35.341528,53.234801,161,46.947305,45.288011,14.258556,32.144273,60.091043,125,55.211892,36.048341,5.8804007,39.867324,51.392909,597,48.308708,39.984216,3.2431267,40.968198,47.324726,1069,36.418883,51.754727,2.8897089,41.254891,46.91872,1007,44.748257,39.232863,7.7696219,34.37633,49.604789,478,46.466557,43.4797,3.009563,42.023757,47.9225,1691,49.508655,44.724273,4.7474462,42.463967,51.768961,504,39.157643,49.543622,4.1981261,40.236469,48.464796,876,51.057016,37.624638,3.9010125,40.517834,48.163819,912,47.940344,42.27382,4.9476638,40.258372,49.955793,885,46.697921,42.624618,2.6855762,42.029404,47.293134
9/28/16,2631,54.246947,36.142664,5.1607669,40.137254,50.252357,1180,39.357354,49.511579,2.7333068,41.755826,47.113107,1451,54.646488,34.446482,2.5467321,42.050687,47.042282,2111,17.688496,74.059467,14.219979,31.938403,59.809561,235,33.24218,55.942948,8.2603398,36.497431,52.687697,159,47.847749,43.49743,14.446027,31.515484,59.829696,126,54.844348,36.516862,6.6882583,39.126112,52.235098,595,48.955549,39.418039,3.0333592,41.214102,47.159486,1055,36.021098,52.810361,3.8088056,40.6831,48.148359,981,43.948848,40.22517,7.4466303,34.789311,49.384706,480,46.531425,43.843849,3.0379014,42.210494,48.16478,1648,50.230147,44.177834,5.2090059,42.099165,52.308816,503,38.426021,50.168906,4.6417813,39.748518,48.846409,874,52.590583,36.921967,4.0601797,40.777298,48.735251,892,47.281536,43.068288,5.0314946,40.244047,50.105777,865,46.67538,42.940946,2.7201452,42.14242,47.473905
9/29/16,2560,54.709684,35.285705,4.2498162,40.832874,49.162514,1146,39.971208,48.041606,3.1581903,40.911381,47.101434,1414,55.476402,33.416027,2.267031,42.224524,46.667905,2044,16.915342,73.065179,13.773587,31.492145,58.488376,234,33.838869,54.529859,8.9132451,35.449384,52.919344,155,50.05225,39.020063,13.910831,30.903542,58.168771,127,55.326309,35.007506,6.1984586,39.092418,51.241397,571,49.885324,38.623794,3.3625715,40.959239,47.549879,1047,36.377042,51.596464,3.4884883,40.568034,47.405471,942,44.977033,37.530473,6.5970903,34.788604,47.718901,481,47.133755,43.155327,2.8556398,42.346014,47.943068,1610,50.263247,43.588684,3.9191691,43.08518,50.766751,469,38.620423,48.95201,3.7616855,40.099765,47.472668,860,53.19707,36.441214,4.174518,40.728114,48.91017,878,48.03167,41.349014,4.2533931,40.522017,48.858668,822,47.260597,41.732763,2.4620961,42.083826,46.909534
